WAVENUMBER         COMPLEX_FREQUENCY   RESIDUAL_OUTPUT_D(w, k)              PDF_ARGUMENT
1.009e-04       1.128e+01+8.554e-03j      1.907e-06+9.300e-08j     -1.604e-01+3.876e-05j
1.010e-04       1.128e+01+8.493e-03j      2.384e-07+2.485e-08j     -1.602e-01+3.843e-05j
1.011e-04       1.128e+01+8.432e-03j     -1.192e-06-6.045e-08j     -1.600e-01+3.810e-05j
1.013e-04       1.128e+01+8.372e-03j     -2.027e-06-8.328e-08j     -1.597e-01+3.777e-05j
1.014e-04       1.128e+01+8.312e-03j      2.265e-06+9.651e-08j     -1.595e-01+3.745e-05j
1.016e-04       1.128e+01+8.252e-03j      1.192e-07+6.319e-09j     -1.593e-01+3.713e-05j
1.017e-04       1.129e+01+8.193e-03j      8.345e-07+3.172e-08j     -1.590e-01+3.681e-05j
1.019e-04       1.129e+01+8.135e-03j      2.384e-07+9.996e-09j     -1.588e-01+3.650e-05j
1.020e-04       1.129e+01+8.077e-03j      1.550e-06+6.849e-08j     -1.586e-01+3.619e-05j
1.022e-04       1.129e+01+8.020e-03j     -1.669e-06-7.343e-08j     -1.583e-01+3.588e-05j
1.023e-04       1.129e+01+7.963e-03j      7.153e-07+2.887e-08j     -1.581e-01+3.558e-05j
1.024e-04       1.129e+01+7.907e-03j     -7.153e-07-3.522e-08j     -1.579e-01+3.527e-05j
1.026e-04       1.129e+01+7.851e-03j      1.669e-06+4.919e-08j     -1.577e-01+3.498e-05j
1.027e-04       1.129e+01+7.795e-03j      5.960e-07+2.172e-08j     -1.574e-01+3.468e-05j
1.029e-04       1.129e+01+7.740e-03j     -2.384e-07-3.541e-08j     -1.572e-01+3.439e-05j
1.030e-04       1.130e+01+7.686e-03j      1.311e-06+5.271e-08j     -1.570e-01+3.410e-05j
1.032e-04       1.130e+01+7.632e-03j      9.537e-07+4.483e-08j     -1.568e-01+3.381e-05j
1.033e-04       1.130e+01+7.578e-03j     -1.669e-06-6.474e-08j     -1.565e-01+3.353e-05j
1.034e-04       1.130e+01+7.525e-03j      0.000e+00-7.302e-09j     -1.563e-01+3.325e-05j
1.036e-04       1.130e+01+7.472e-03j      1.192e-06+4.469e-08j     -1.561e-01+3.297e-05j
1.037e-04       1.130e+01+7.420e-03j     -7.153e-07-2.908e-08j     -1.559e-01+3.269e-05j
1.039e-04       1.130e+01+7.368e-03j     -2.384e-07-2.966e-09j     -1.557e-01+3.242e-05j
1.040e-04       1.130e+01+7.317e-03j      2.027e-06+7.012e-08j     -1.554e-01+3.215e-05j
1.042e-04       1.130e+01+7.266e-03j     -3.576e-07-1.530e-08j     -1.552e-01+3.188e-05j
1.043e-04       1.130e+01+7.216e-03j     -2.384e-07-1.654e-08j     -1.550e-01+3.161e-05j
1.045e-04       1.131e+01+7.165e-03j     -2.265e-06-7.826e-08j     -1.548e-01+3.135e-05j
1.046e-04       1.131e+01+7.116e-03j      1.907e-06+7.651e-08j     -1.546e-01+3.109e-05j
1.047e-04       1.131e+01+7.066e-03j      9.537e-07+4.211e-08j     -1.543e-01+3.083e-05j
1.049e-04       1.131e+01+7.018e-03j      4.768e-07+2.674e-08j     -1.541e-01+3.058e-05j
1.050e-04       1.131e+01+6.969e-03j      9.537e-07+3.821e-08j     -1.539e-01+3.033e-05j
1.052e-04       1.131e+01+6.921e-03j     -2.265e-06-7.942e-08j     -1.537e-01+3.008e-05j
1.053e-04       1.131e+01+6.873e-03j      1.431e-06+4.806e-08j     -1.535e-01+2.983e-05j
1.055e-04       1.131e+01+6.826e-03j      1.311e-06+4.958e-08j     -1.533e-01+2.958e-05j
1.056e-04       1.131e+01+6.779e-03j     -7.153e-07-2.124e-08j     -1.531e-01+2.934e-05j
1.057e-04       1.131e+01+6.733e-03j      1.192e-06+4.723e-08j     -1.528e-01+2.910e-05j
1.059e-04       1.132e+01+6.687e-03j      1.907e-06+6.887e-08j     -1.526e-01+2.886e-05j
1.060e-04       1.132e+01+6.641e-03j      1.669e-06+5.657e-08j     -1.524e-01+2.862e-05j
1.062e-04       1.132e+01+6.596e-03j     -5.960e-07-2.533e-08j     -1.522e-01+2.839e-05j
1.063e-04       1.132e+01+6.551e-03j     -5.960e-07-1.549e-08j     -1.520e-01+2.816e-05j
1.065e-04       1.132e+01+6.506e-03j     -1.192e-07-1.271e-08j     -1.518e-01+2.793e-05j
1.066e-04       1.132e+01+6.462e-03j     -1.550e-06-4.957e-08j     -1.516e-01+2.770e-05j
1.068e-04       1.132e+01+6.418e-03j      1.788e-06+7.147e-08j     -1.514e-01+2.747e-05j
1.069e-04       1.132e+01+6.374e-03j      4.768e-07+8.014e-09j     -1.512e-01+2.725e-05j
1.070e-04       1.132e+01+6.331e-03j     -1.788e-06-7.670e-08j     -1.510e-01+2.703e-05j
1.072e-04       1.132e+01+6.288e-03j      1.550e-06+5.767e-08j     -1.508e-01+2.681e-05j
1.073e-04       1.133e+01+6.246e-03j     -1.907e-06-7.119e-08j     -1.505e-01+2.659e-05j
1.075e-04       1.133e+01+6.204e-03j      4.768e-07+2.905e-08j     -1.503e-01+2.638e-05j
1.076e-04       1.133e+01+6.162e-03j      1.669e-06+5.938e-08j     -1.501e-01+2.617e-05j
1.078e-04       1.133e+01+6.120e-03j      1.550e-06+6.658e-08j     -1.499e-01+2.596e-05j
1.079e-04       1.133e+01+6.079e-03j      2.146e-06+7.281e-08j     -1.497e-01+2.575e-05j
1.080e-04       1.133e+01+6.038e-03j      7.153e-07+2.659e-08j     -1.495e-01+2.554e-05j
1.082e-04       1.133e+01+5.998e-03j      8.345e-07+3.068e-08j     -1.493e-01+2.534e-05j
1.083e-04       1.133e+01+5.958e-03j      3.576e-07+1.214e-08j     -1.491e-01+2.513e-05j
1.085e-04       1.133e+01+5.918e-03j     -1.192e-07-6.681e-09j     -1.489e-01+2.493e-05j
1.086e-04       1.133e+01+5.878e-03j     -2.384e-06-9.435e-08j     -1.487e-01+2.473e-05j
1.088e-04       1.133e+01+5.839e-03j      2.146e-06+7.873e-08j     -1.485e-01+2.453e-05j
1.089e-04       1.134e+01+5.800e-03j     -9.537e-07-3.902e-08j     -1.483e-01+2.434e-05j
1.091e-04       1.134e+01+5.762e-03j     -5.960e-07-2.576e-08j     -1.481e-01+2.415e-05j
1.092e-04       1.134e+01+5.724e-03j     -7.153e-07-1.697e-08j     -1.479e-01+2.395e-05j
1.093e-04       1.134e+01+5.686e-03j      9.537e-07+3.357e-08j     -1.477e-01+2.376e-05j
1.095e-04       1.134e+01+5.648e-03j     -9.537e-07-4.626e-08j     -1.475e-01+2.358e-05j
1.096e-04       1.134e+01+5.611e-03j     -1.669e-06-4.753e-08j     -1.473e-01+2.339e-05j
1.098e-04       1.134e+01+5.573e-03j     -2.384e-06-9.140e-08j     -1.471e-01+2.320e-05j
1.099e-04       1.134e+01+5.537e-03j      2.861e-06+8.388e-08j     -1.469e-01+2.302e-05j
1.101e-04       1.134e+01+5.500e-03j     -1.431e-06-4.447e-08j     -1.467e-01+2.284e-05j
1.102e-04       1.134e+01+5.464e-03j     -2.623e-06-9.304e-08j     -1.465e-01+2.266e-05j
1.104e-04       1.134e+01+5.428e-03j      2.384e-07-1.209e-09j     -1.463e-01+2.248e-05j
1.105e-04       1.135e+01+5.393e-03j      1.669e-06+5.576e-08j     -1.462e-01+2.230e-05j
1.106e-04       1.135e+01+5.357e-03j      2.384e-07+1.522e-08j     -1.460e-01+2.213e-05j
1.108e-04       1.135e+01+5.322e-03j      9.537e-07+3.061e-08j     -1.458e-01+2.196e-05j
1.109e-04       1.135e+01+5.287e-03j      9.537e-07+2.819e-08j     -1.456e-01+2.178e-05j
1.111e-04       1.135e+01+5.253e-03j      9.537e-07+3.191e-08j     -1.454e-01+2.161e-05j
1.112e-04       1.135e+01+5.219e-03j     -2.623e-06-8.455e-08j     -1.452e-01+2.144e-05j
1.114e-04       1.135e+01+5.185e-03j      1.907e-06+6.773e-08j     -1.450e-01+2.128e-05j
1.115e-04       1.135e+01+5.151e-03j     -4.768e-07-1.954e-08j     -1.448e-01+2.111e-05j
1.116e-04       1.135e+01+5.117e-03j      7.153e-07+2.535e-08j     -1.446e-01+2.095e-05j
1.118e-04       1.135e+01+5.084e-03j     -1.431e-06-4.622e-08j     -1.444e-01+2.079e-05j
1.119e-04       1.135e+01+5.051e-03j     -4.768e-07-2.115e-08j     -1.442e-01+2.062e-05j
1.121e-04       1.135e+01+5.019e-03j      2.384e-07+1.042e-08j     -1.441e-01+2.046e-05j
1.122e-04       1.136e+01+4.986e-03j      0.000e+00-2.701e-09j     -1.439e-01+2.031e-05j
1.124e-04       1.136e+01+4.954e-03j     -1.907e-06-5.772e-08j     -1.437e-01+2.015e-05j
1.125e-04       1.136e+01+4.922e-03j     -1.669e-06-4.486e-08j     -1.435e-01+1.999e-05j
1.127e-04       1.136e+01+4.890e-03j      1.192e-06+4.191e-08j     -1.433e-01+1.984e-05j
1.128e-04       1.136e+01+4.859e-03j     -1.431e-06-4.946e-08j     -1.431e-01+1.969e-05j
1.129e-04       1.136e+01+4.828e-03j      9.537e-07+2.696e-08j     -1.429e-01+1.954e-05j
1.131e-04       1.136e+01+4.797e-03j      4.768e-07+4.329e-10j     -1.427e-01+1.939e-05j
1.132e-04       1.136e+01+4.766e-03j     -3.099e-06-1.033e-07j     -1.426e-01+1.924e-05j
1.134e-04       1.136e+01+4.736e-03j     -4.768e-07-5.416e-09j     -1.424e-01+1.909e-05j
1.135e-04       1.136e+01+4.705e-03j     -1.192e-06-2.948e-08j     -1.422e-01+1.894e-05j
1.137e-04       1.136e+01+4.675e-03j      7.153e-07+2.265e-08j     -1.420e-01+1.880e-05j
1.138e-04       1.136e+01+4.646e-03j      2.623e-06+8.013e-08j     -1.418e-01+1.866e-05j
1.139e-04       1.136e+01+4.616e-03j      1.192e-06+2.277e-08j     -1.416e-01+1.851e-05j
1.141e-04       1.137e+01+4.587e-03j      2.861e-06+7.645e-08j     -1.415e-01+1.837e-05j
1.142e-04       1.137e+01+4.558e-03j      2.384e-07+1.986e-09j     -1.413e-01+1.823e-05j
1.144e-04       1.137e+01+4.529e-03j      2.623e-06+6.907e-08j     -1.411e-01+1.810e-05j
1.145e-04       1.137e+01+4.500e-03j     -2.861e-06-8.518e-08j     -1.409e-01+1.796e-05j
1.147e-04       1.137e+01+4.472e-03j      4.768e-07+6.784e-09j     -1.407e-01+1.782e-05j
1.148e-04       1.137e+01+4.443e-03j      7.153e-07+2.582e-08j     -1.406e-01+1.769e-05j
1.150e-04       1.137e+01+4.415e-03j      2.861e-06+8.804e-08j     -1.404e-01+1.755e-05j
1.151e-04       1.137e+01+4.388e-03j     -1.907e-06-4.796e-08j     -1.402e-01+1.742e-05j
1.152e-04       1.137e+01+4.360e-03j      3.099e-06+1.041e-07j     -1.400e-01+1.729e-05j
1.154e-04       1.137e+01+4.333e-03j      9.537e-07+3.514e-08j     -1.398e-01+1.716e-05j
1.155e-04       1.137e+01+4.305e-03j      2.861e-06+8.690e-08j     -1.397e-01+1.703e-05j
1.157e-04       1.137e+01+4.278e-03j      9.537e-07+3.165e-08j     -1.395e-01+1.690e-05j
1.158e-04       1.137e+01+4.252e-03j      2.623e-06+7.752e-08j     -1.393e-01+1.678e-05j
1.160e-04       1.138e+01+4.225e-03j     -7.153e-07-2.186e-08j     -1.391e-01+1.665e-05j
1.161e-04       1.138e+01+4.199e-03j     -2.384e-06-6.906e-08j     -1.390e-01+1.653e-05j
1.162e-04       1.138e+01+4.172e-03j     -1.431e-06-3.660e-08j     -1.388e-01+1.640e-05j
1.164e-04       1.138e+01+4.147e-03j      1.669e-06+4.255e-08j     -1.386e-01+1.628e-05j
1.165e-04       1.138e+01+4.121e-03j      2.384e-06+6.568e-08j     -1.384e-01+1.616e-05j
1.167e-04       1.138e+01+4.095e-03j      2.861e-06+8.248e-08j     -1.383e-01+1.604e-05j
1.168e-04       1.138e+01+4.070e-03j      1.907e-06+5.943e-08j     -1.381e-01+1.592e-05j
1.170e-04       1.138e+01+4.044e-03j     -2.384e-07-1.262e-08j     -1.379e-01+1.580e-05j
1.171e-04       1.138e+01+4.019e-03j      7.153e-07+3.048e-08j     -1.378e-01+1.569e-05j
1.173e-04       1.138e+01+3.995e-03j     -1.907e-06-5.078e-08j     -1.376e-01+1.557e-05j
1.174e-04       1.138e+01+3.970e-03j     -3.815e-06-1.053e-07j     -1.374e-01+1.545e-05j
1.175e-04       1.138e+01+3.945e-03j      1.907e-06+5.216e-08j     -1.372e-01+1.534e-05j
1.177e-04       1.138e+01+3.921e-03j     -4.768e-07-1.647e-08j     -1.371e-01+1.523e-05j
1.178e-04       1.139e+01+3.897e-03j     -1.192e-06-4.086e-08j     -1.369e-01+1.511e-05j
1.180e-04       1.139e+01+3.873e-03j      7.153e-07+1.782e-08j     -1.367e-01+1.500e-05j
1.181e-04       1.139e+01+3.849e-03j      9.537e-07+2.749e-08j     -1.366e-01+1.489e-05j
1.183e-04       1.139e+01+3.826e-03j      1.431e-06+3.862e-08j     -1.364e-01+1.478e-05j
1.184e-04       1.139e+01+3.802e-03j     -2.384e-07-2.135e-08j     -1.362e-01+1.468e-05j
1.186e-04       1.139e+01+3.779e-03j      4.768e-07+6.184e-09j     -1.361e-01+1.457e-05j
1.187e-04       1.139e+01+3.756e-03j     -1.192e-06-3.592e-08j     -1.359e-01+1.446e-05j
1.188e-04       1.139e+01+3.733e-03j     -2.623e-06-7.189e-08j     -1.357e-01+1.436e-05j
1.190e-04       1.139e+01+3.710e-03j     -1.669e-06-3.755e-08j     -1.356e-01+1.425e-05j
1.191e-04       1.139e+01+3.688e-03j      0.000e+00-5.122e-09j     -1.354e-01+1.415e-05j
1.193e-04       1.139e+01+3.665e-03j      0.000e+00+5.089e-09j     -1.352e-01+1.404e-05j
1.194e-04       1.139e+01+3.643e-03j     -3.576e-06-9.945e-08j     -1.351e-01+1.394e-05j
1.196e-04       1.139e+01+3.621e-03j      1.669e-06+4.458e-08j     -1.349e-01+1.384e-05j
1.197e-04       1.139e+01+3.599e-03j     -2.861e-06-7.229e-08j     -1.347e-01+1.374e-05j
1.198e-04       1.139e+01+3.577e-03j      3.815e-06+1.083e-07j     -1.346e-01+1.364e-05j
1.200e-04       1.140e+01+3.556e-03j      7.153e-07+1.867e-08j     -1.344e-01+1.354e-05j
1.201e-04       1.140e+01+3.534e-03j     -4.768e-07-1.398e-08j     -1.342e-01+1.345e-05j
1.203e-04       1.140e+01+3.513e-03j     -4.768e-07-1.057e-08j     -1.341e-01+1.335e-05j
1.204e-04       1.140e+01+3.492e-03j      4.053e-06+9.840e-08j     -1.339e-01+1.325e-05j
1.206e-04       1.140e+01+3.471e-03j     -2.861e-06-7.150e-08j     -1.337e-01+1.316e-05j
1.207e-04       1.140e+01+3.450e-03j      3.338e-06+8.853e-08j     -1.336e-01+1.306e-05j
1.209e-04       1.140e+01+3.429e-03j      3.576e-06+9.628e-08j     -1.334e-01+1.297e-05j
1.210e-04       1.140e+01+3.409e-03j      2.384e-06+5.914e-08j     -1.333e-01+1.288e-05j
1.211e-04       1.140e+01+3.388e-03j     -1.431e-06-3.863e-08j     -1.331e-01+1.278e-05j
1.213e-04       1.140e+01+3.368e-03j      3.338e-06+8.427e-08j     -1.329e-01+1.269e-05j
1.214e-04       1.140e+01+3.348e-03j     -4.292e-06-1.064e-07j     -1.328e-01+1.260e-05j
1.216e-04       1.140e+01+3.328e-03j     -3.099e-06-8.320e-08j     -1.326e-01+1.251e-05j
1.217e-04       1.140e+01+3.308e-03j     -2.384e-06-5.987e-08j     -1.325e-01+1.242e-05j
1.219e-04       1.140e+01+3.289e-03j     -2.861e-06-7.109e-08j     -1.323e-01+1.233e-05j
1.220e-04       1.140e+01+3.269e-03j      4.292e-06+1.101e-07j     -1.321e-01+1.225e-05j
1.221e-04       1.141e+01+3.250e-03j      1.669e-06+3.824e-08j     -1.320e-01+1.216e-05j
1.223e-04       1.141e+01+3.230e-03j     -1.907e-06-4.966e-08j     -1.318e-01+1.207e-05j
1.224e-04       1.141e+01+3.211e-03j      7.153e-07+1.882e-08j     -1.317e-01+1.199e-05j
1.226e-04       1.141e+01+3.192e-03j      1.669e-06+4.182e-08j     -1.315e-01+1.190e-05j
1.227e-04       1.141e+01+3.174e-03j      3.815e-06+1.064e-07j     -1.314e-01+1.182e-05j
1.229e-04       1.141e+01+3.155e-03j     -4.053e-06-1.040e-07j     -1.312e-01+1.173e-05j
1.230e-04       1.141e+01+3.136e-03j      1.669e-06+1.864e-08j     -1.310e-01+1.165e-05j
1.232e-04       1.141e+01+3.118e-03j      9.537e-07+2.259e-08j     -1.309e-01+1.157e-05j
1.233e-04       1.141e+01+3.099e-03j      2.146e-06+5.290e-08j     -1.307e-01+1.149e-05j
1.234e-04       1.141e+01+3.081e-03j     -1.907e-06-3.947e-08j     -1.306e-01+1.141e-05j
1.236e-04       1.141e+01+3.063e-03j      1.192e-06+3.400e-08j     -1.304e-01+1.133e-05j
1.237e-04       1.141e+01+3.045e-03j     -1.907e-06-4.019e-08j     -1.303e-01+1.125e-05j
1.239e-04       1.141e+01+3.027e-03j      3.338e-06+8.170e-08j     -1.301e-01+1.117e-05j
1.240e-04       1.141e+01+3.010e-03j      1.431e-06+3.745e-08j     -1.300e-01+1.109e-05j
1.242e-04       1.141e+01+2.992e-03j      2.623e-06+6.699e-08j     -1.298e-01+1.101e-05j
1.243e-04       1.141e+01+2.975e-03j      3.815e-06+9.293e-08j     -1.297e-01+1.094e-05j
1.245e-04       1.142e+01+2.957e-03j     -2.384e-06-5.674e-08j     -1.295e-01+1.086e-05j
1.246e-04       1.142e+01+2.940e-03j     -1.192e-06-2.547e-08j     -1.294e-01+1.079e-05j
1.247e-04       1.142e+01+2.923e-03j     -1.669e-06-3.499e-08j     -1.292e-01+1.071e-05j
1.249e-04       1.142e+01+2.906e-03j      3.815e-06+8.669e-08j     -1.291e-01+1.064e-05j
1.250e-04       1.142e+01+2.889e-03j     -4.053e-06-8.948e-08j     -1.289e-01+1.056e-05j
1.252e-04       1.142e+01+2.873e-03j     -2.384e-07-8.253e-10j     -1.288e-01+1.049e-05j
1.253e-04       1.142e+01+2.856e-03j     -4.530e-06-1.006e-07j     -1.286e-01+1.042e-05j
1.255e-04       1.142e+01+2.840e-03j     -2.384e-06-5.833e-08j     -1.285e-01+1.034e-05j
1.256e-04       1.142e+01+2.823e-03j     -1.907e-06-4.199e-08j     -1.283e-01+1.027e-05j
1.257e-04       1.142e+01+2.807e-03j      4.768e-07+3.248e-09j     -1.282e-01+1.020e-05j
1.259e-04       1.142e+01+2.791e-03j     -9.537e-07-2.173e-08j     -1.280e-01+1.013e-05j
1.260e-04       1.142e+01+2.775e-03j     -5.007e-06-1.080e-07j     -1.279e-01+1.006e-05j
1.262e-04       1.142e+01+2.759e-03j      1.669e-06+3.607e-08j     -1.277e-01+9.993e-06j
1.263e-04       1.142e+01+2.743e-03j     -9.537e-07-1.924e-08j     -1.276e-01+9.924e-06j
1.265e-04       1.142e+01+2.727e-03j      2.146e-06+4.443e-08j     -1.274e-01+9.856e-06j
1.266e-04       1.142e+01+2.712e-03j      7.153e-07+6.719e-09j     -1.273e-01+9.788e-06j
1.268e-04       1.142e+01+2.696e-03j      0.000e+00-2.745e-09j     -1.271e-01+9.721e-06j
1.269e-04       1.142e+01+2.681e-03j     -3.815e-06-8.680e-08j     -1.270e-01+9.655e-06j
1.270e-04       1.143e+01+2.666e-03j     -3.576e-06-7.348e-08j     -1.268e-01+9.589e-06j
1.272e-04       1.143e+01+2.650e-03j      4.053e-06+8.996e-08j     -1.267e-01+9.524e-06j
1.273e-04       1.143e+01+2.635e-03j      2.146e-06+5.119e-08j     -1.265e-01+9.459e-06j
1.275e-04       1.143e+01+2.620e-03j      2.384e-06+4.675e-08j     -1.264e-01+9.394e-06j
1.276e-04       1.143e+01+2.605e-03j     -1.431e-06-3.351e-08j     -1.262e-01+9.330e-06j
1.278e-04       1.143e+01+2.591e-03j     -5.245e-06-1.048e-07j     -1.261e-01+9.267e-06j
1.279e-04       1.143e+01+2.576e-03j     -5.007e-06-1.056e-07j     -1.260e-01+9.204e-06j
1.280e-04       1.143e+01+2.561e-03j      4.292e-06+9.380e-08j     -1.258e-01+9.142e-06j
1.282e-04       1.143e+01+2.547e-03j      4.053e-06+8.564e-08j     -1.257e-01+9.080e-06j
1.283e-04       1.143e+01+2.533e-03j      3.576e-06+8.007e-08j     -1.255e-01+9.019e-06j
1.285e-04       1.143e+01+2.518e-03j     -2.384e-07-9.095e-09j     -1.254e-01+8.958e-06j
1.286e-04       1.143e+01+2.504e-03j      5.245e-06+1.141e-07j     -1.252e-01+8.897e-06j
1.288e-04       1.143e+01+2.490e-03j     -3.815e-06-7.839e-08j     -1.251e-01+8.838e-06j
1.289e-04       1.143e+01+2.476e-03j      4.768e-07+1.213e-08j     -1.250e-01+8.778e-06j
1.291e-04       1.143e+01+2.462e-03j     -5.007e-06-1.079e-07j     -1.248e-01+8.719e-06j
1.292e-04       1.143e+01+2.448e-03j     -1.192e-06-2.481e-08j     -1.247e-01+8.661e-06j
1.293e-04       1.143e+01+2.435e-03j     -4.768e-07-8.803e-09j     -1.245e-01+8.602e-06j
1.295e-04       1.143e+01+2.421e-03j      2.384e-06+5.083e-08j     -1.244e-01+8.545e-06j
1.296e-04       1.144e+01+2.407e-03j      3.099e-06+5.686e-08j     -1.243e-01+8.488e-06j
1.298e-04       1.144e+01+2.394e-03j     -2.861e-06-6.325e-08j     -1.241e-01+8.431e-06j
1.299e-04       1.144e+01+2.381e-03j     -1.907e-06-3.894e-08j     -1.240e-01+8.375e-06j
1.301e-04       1.144e+01+2.367e-03j     -1.669e-06-3.135e-08j     -1.238e-01+8.319e-06j
1.302e-04       1.144e+01+2.354e-03j      1.907e-06+3.556e-08j     -1.237e-01+8.263e-06j
1.303e-04       1.144e+01+2.341e-03j      1.192e-06+3.017e-08j     -1.236e-01+8.208e-06j
1.305e-04       1.144e+01+2.328e-03j      4.053e-06+8.482e-08j     -1.234e-01+8.154e-06j
1.306e-04       1.144e+01+2.315e-03j      2.861e-06+6.001e-08j     -1.233e-01+8.100e-06j
1.308e-04       1.144e+01+2.302e-03j      5.245e-06+1.019e-07j     -1.232e-01+8.046e-06j
1.309e-04       1.144e+01+2.290e-03j     -7.153e-07-1.414e-08j     -1.230e-01+7.993e-06j
1.311e-04       1.144e+01+2.277e-03j      0.000e+00+3.540e-09j     -1.229e-01+7.940e-06j
1.312e-04       1.144e+01+2.265e-03j     -7.153e-07-1.165e-08j     -1.227e-01+7.887e-06j
1.314e-04       1.144e+01+2.252e-03j      4.053e-06+8.192e-08j     -1.226e-01+7.835e-06j
1.315e-04       1.144e+01+2.240e-03j      1.192e-06+2.388e-08j     -1.225e-01+7.784e-06j
1.316e-04       1.144e+01+2.227e-03j      1.431e-06+3.058e-08j     -1.223e-01+7.732e-06j
1.318e-04       1.144e+01+2.215e-03j     -9.537e-07-2.303e-08j     -1.222e-01+7.682e-06j
1.319e-04       1.144e+01+2.203e-03j      5.245e-06+1.042e-07j     -1.221e-01+7.631e-06j
1.321e-04       1.144e+01+2.191e-03j      3.815e-06+7.497e-08j     -1.219e-01+7.581e-06j
1.322e-04       1.144e+01+2.179e-03j      5.960e-06+1.212e-07j     -1.218e-01+7.531e-06j
1.324e-04       1.144e+01+2.167e-03j     -2.146e-06-4.605e-08j     -1.217e-01+7.482e-06j
1.325e-04       1.145e+01+2.155e-03j     -2.623e-06-5.868e-08j     -1.215e-01+7.433e-06j
1.327e-04       1.145e+01+2.143e-03j     -5.484e-06-1.043e-07j     -1.214e-01+7.384e-06j
1.328e-04       1.145e+01+2.132e-03j     -2.384e-07+2.040e-09j     -1.213e-01+7.336e-06j
1.329e-04       1.145e+01+2.120e-03j      2.384e-06+3.950e-08j     -1.211e-01+7.288e-06j
1.331e-04       1.145e+01+2.109e-03j      2.384e-06+4.531e-08j     -1.210e-01+7.241e-06j
1.332e-04       1.145e+01+2.097e-03j     -4.292e-06-8.138e-08j     -1.209e-01+7.194e-06j
1.334e-04       1.145e+01+2.086e-03j      2.623e-06+4.154e-08j     -1.207e-01+7.147e-06j
1.335e-04       1.145e+01+2.074e-03j     -6.199e-06-1.151e-07j     -1.206e-01+7.100e-06j
1.337e-04       1.145e+01+2.063e-03j     -1.907e-06-3.699e-08j     -1.205e-01+7.054e-06j
1.338e-04       1.145e+01+2.052e-03j     -1.192e-06-2.022e-08j     -1.203e-01+7.009e-06j
1.339e-04       1.145e+01+2.041e-03j      5.722e-06+1.074e-07j     -1.202e-01+6.963e-06j
1.341e-04       1.145e+01+2.030e-03j      7.153e-07+1.528e-08j     -1.201e-01+6.918e-06j
1.342e-04       1.145e+01+2.019e-03j     -1.907e-06-3.875e-08j     -1.199e-01+6.874e-06j
1.344e-04       1.145e+01+2.008e-03j     -6.199e-06-1.181e-07j     -1.198e-01+6.829e-06j
1.345e-04       1.145e+01+1.997e-03j     -2.861e-06-4.886e-08j     -1.197e-01+6.785e-06j
1.347e-04       1.145e+01+1.986e-03j     -5.484e-06-9.812e-08j     -1.196e-01+6.742e-06j
1.348e-04       1.145e+01+1.976e-03j     -5.245e-06-9.494e-08j     -1.194e-01+6.698e-06j
1.350e-04       1.145e+01+1.965e-03j      1.669e-06+3.306e-08j     -1.193e-01+6.655e-06j
1.351e-04       1.145e+01+1.955e-03j     -4.768e-06-8.487e-08j     -1.192e-01+6.612e-06j
1.352e-04       1.145e+01+1.944e-03j      4.768e-07+5.884e-09j     -1.190e-01+6.570e-06j
1.354e-04       1.146e+01+1.934e-03j      5.245e-06+9.351e-08j     -1.189e-01+6.528e-06j
1.355e-04       1.146e+01+1.924e-03j     -4.530e-06-7.790e-08j     -1.188e-01+6.486e-06j
1.357e-04       1.146e+01+1.913e-03j      3.099e-06+5.436e-08j     -1.187e-01+6.445e-06j
1.358e-04       1.146e+01+1.903e-03j      0.000e+00+1.896e-09j     -1.185e-01+6.404e-06j
1.360e-04       1.146e+01+1.893e-03j     -4.530e-06-8.114e-08j     -1.184e-01+6.363e-06j
1.361e-04       1.146e+01+1.883e-03j      0.000e+00-1.042e-09j     -1.183e-01+6.322e-06j
